constno,candidatename,party,criminalcases,education,age,totalassets,liabilities
156,Vaithilingam A,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Others,46,"Rs 19,56,67,828","Rs 2,09,28,729"
157,Balaraman P,AIADMK,0,Post Graduate,55,"Rs 1,62,03,000","Rs 13,99,147"
157,Dilli Babu V,IND,0,Post Graduate,30,"Rs 4,14,000",Rs 0
157,Elayaraja R,IND,0,Post Graduate,34,"Rs 87,131",Rs 0
157,Ganesan K,BJP,0,10th Pass,50,"Rs 9,73,000","Rs 3,26,101"
157,Kotteeswaran K,Youth And Students Party,0,10th Pass,34,"Rs 10,85,000",Rs 0
157,Pandian A,Pattali Makkal Katchi,0,12th Pass,50,"Rs 10,68,000",Rs 0
157,Parimalam K,DMK,0,Graduate Professional,54,"Rs 11,10,39,720","Rs 51,85,124"
157,Raja S,BSP,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Doctorate,35,"Rs 26,000",Rs 0
157,Rukumangadan L,IND,0,8th Pass,36,"Rs 2,58,000",Rs 0
157,Sathish Raja M,IND,0,Graduate,30,"Rs 62,000",Rs 0
157,Senthil Kumar V,Viduthalai Chiruthaigal Katchi,0,10th Pass,40,"Rs 87,98,618",Rs 0
157,Srinivasan E,IND,0,Graduate,33,"Rs 21,93,500",Rs 0
157,Vinoth Babu S,Naam Tamilar Katchi,0,8th Pass,33,"Rs 3,50,000",Rs 0
158,Samy.k.p.p,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 5 </span>",8th Pass,53,"Rs 1,10,03,160","Rs 83,74,109"
158,Balraj.b,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,58,"Rs 63,86,936",Rs 0
158,Gokul.r,Naam Tamilar Katchi,0,Graduate Professional,42,"Rs 46,73,678",Rs 0
158,Karnan.p,SHS,0,5th Pass,49,"Rs 41,000",Rs 0
158,Nandhakumar.b,Gokula Makkal Katchi,0,Graduate,28,"Rs 15,000",Rs 0
158,Sowri Rajan.m,Peoples Party of India(secular),0,8th Pass,53,"Rs 1,09,000",Rs 0
158,Sundar.d,Vidiyalai Thedum Indhiyargal Party,0,Others,28,"Rs 2,19,775",Rs 0
159,Giri .m.p,DMK,0,12th Pass,41,"Rs 61,54,375","Rs 3,11,114"
159,Anbalagan S.,Valimai Valartchi Indians Party,0,10th Pass,44,"Rs 3,45,440",Rs 0
159,Baskaran M.r.,BSP,0,10th Pass,51,"Rs 3,22,500",Rs 0
159,Dinagaran. M,AIADMK,0,Graduate Professional,51,"Rs 91,57,111","Rs 2,90,800"
159,Kalaiyarasi .a,DMDK,0,10th Pass,46,"Rs 80,80,638","Rs 25,79,711"
159,Karuppan V.,BJP,0,Illiterate,51,Nil,Rs 0
159,Krishnaveni P.,SP,0,10th Pass,42,"Rs 40,000",Rs 0
159,Murugan. C,Pattali Makkal Katchi,0,Graduate Professional,45,"Rs 63,14,400",Rs 0
159,Pandu M.,Gandhiya Makkal Iyakkam,0,10th Pass,59,"Rs 30,43,139",Rs 0
159,Vennila S.,Naam Tamilar Katchi,0,10th Pass,30,"Rs 10,12,500",Rs 0
160,Pitchandi K,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Post Graduate,62,"Rs 3,81,44,965","Rs 19,58,916"
160,Ethirolimaniyan,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,53,"Rs 72,91,442","Rs 3,65,740"
160,Selvamani,AIADMK,0,Graduate,54,"Rs 48,10,605","Rs 57,500"
160,Subbarayan M,BJP,0,Graduate Professional,50,"Rs 49,49,200","Rs 4,00,000"
161,"Velu,e.v.",DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Post Graduate,66,"Rs 17,21,36,963",Rs 0
161,"Rajan,k",AIADMK,0,12th Pass,54,"Rs 6,46,13,782","Rs 42,86,000"
162,Sekaran.k.v,DMK,0,10th Pass,58,"Rs 4,30,71,457","Rs 47,70,350"
162,Devadass M.,BSP,0,Graduate,47,"Rs 2,25,025",Rs 0
162,Durairaj.m,IND,0,Post Graduate,56,"Rs 3,50,000",Rs 0
162,Kandan P.,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,35,"Rs 3,77,000","Rs 50,000"
162,Ramachandiran M.,Gokula Makkal Katchi,0,8th Pass,32,"Rs 1,13,440",Rs 0
162,Selvan P.,CPI(M),"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,43,"Rs 3,31,685",Rs 0
162,Suguna A.,SP,0,8th Pass,44,"Rs 2,39,921",Rs 0
162,Tamilarasi.d,BJP,0,Post Graduate,52,"Rs 1,46,39,405","Rs 6,00,000"
162,Velayutham.a,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",12th Pass,47,"Rs 1,25,83,575","Rs 5,47,000"
162,Vijayakumar B.,Republican Party of India,0,10th Pass,27,"Rs 1,13,000","Rs 10,000"
162,Vijayan D.,Valimai Valartchi Indians Party,0,Graduate,36,"Rs 6,70,600","Rs 3,50,000"
163,"Ramachandaran, S",AIADMK,0,12th Pass,58,"Rs 2,18,62,125","Rs 24,22,934"
163,"Babu Murugavel, R.m",DMDK,0,Graduate Professional,40,"Rs 1,01,23,084","Rs 15,88,000"
163,"Babu, S",DMK,0,Post Graduate,27,"Rs 3,95,71,095","Rs 2,44,57,831"
163,"Rajasekar, S",Pattali Makkal Katchi,0,12th Pass,38,"Rs 15,15,750",Rs 0
164,Mohan K,AIADMK,0,12th Pass,58,"Rs 2,72,53,485","Rs 1,40,000"
164,Bhaskaran.b,BJP,0,Graduate,55,"Rs 6,88,43,350","Rs 23,50,000"
164,Dr. Vishnuprasad M K,INC,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,43,"Rs 17,40,26,898","Rs 2,18,01,508"
164,Sarvanan P,DMDK,0,Post Graduate,42,"Rs 31,95,033","Rs 1,00,000"
164,Srinivasan G,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,47,"Rs 60,67,250","Rs 1,75,000"
165,"Ambethkumar, S",DMK,0,10th Pass,40,"Rs 1,54,26,000",Rs 0
165,"Meganathan, V",AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,55,"Rs 39,01,187","Rs 2,30,000"
165,Vadivelravanan,Pattali Makkal Katchi,0,10th Pass,64,"Rs 11,37,000",Rs 0
166,Adalarasan P,DMK,0,Post Graduate,34,"Rs 70,56,441",Rs 0
166,Rajmohan,Pattali Makkal Katchi,0,12th Pass,47,"Rs 8,39,000",Rs 0
166,Udhayakumar,BJP,0,12th Pass,56,"Rs 21,23,000","Rs 5,77,000"
166,Umamaheswari,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,43,"Rs 36,92,959","Rs 23,14,000"
167,Rajaa.t.r.b,DMK,0,Post Graduate,39,"Rs 33,21,70,099","Rs 14,78,13,770"
167,Balasubramaniyan,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,48,"Rs 2,32,458",Rs 0
167,Murugaiyan Babu,DMDK,0,Graduate Professional,37,"Rs 86,50,000","Rs 6,50,000"
167,Raja. S,IND,0,12th Pass,54,"Rs 64,25,000",Rs 0
167,S. Kamaraj,AIADMK,0,Post Graduate,50,"Rs 18,35,36,877","Rs 46,29,140"
167,Sivakumar,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,43,"Rs 99,54,900","Rs 17,03,619"
168,Karunanidhi. M,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 15 </span>",8th Pass,92,"Rs 62,99,35,576","Rs 11,94,37,427"
168,D.devakumar,IND,0,10th Pass,41,"Rs 13,23,500","Rs 2,74,907"
168,N.rengadass,BJP,0,12th Pass,67,"Rs 1,59,74,867","Rs 55,48,294"
168,R. Panneerselvam,AIADMK,0,Graduate,56,"Rs 4,50,22,260","Rs 1,69,52,049"
168,R.sivakumar,Pattali Makkal Katchi,0,Post Graduate,34,"Rs 11,30,472","Rs 2,11,761"
168,Saravanan .s,IND,0,12th Pass,35,"Rs 11,000","Rs 30,000"
169,R.kamaraj,AIADMK,0,Post Graduate,55,"Rs 2,63,85,842",Rs 0
169,Duraivelan S.m.b,INC,0,10th Pass,51,"Rs 3,70,24,127","Rs 2,02,17,255"
169,Elavarasan E,Pattali Makkal Katchi,0,Post Graduate,28,"Rs 6,00,000",Rs 0
169,K.n.panasaiargan,IND,0,10th Pass,53,"Rs 32,109",Rs 0
169,Sundaramoorthy,CPI(M),"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,58,"Rs 25,66,743","Rs 6,00,000"
170,Beemaraj S,DMK,0,Others,41,"Rs 1,77,72,335","Rs 65,83,370"
170,Kathirvel P,Tamil Maanila Congress (Moopanar),0,5th Pass,69,"Rs 7,92,84,621","Rs 3,47,17,180"
171,Geetha Jeevan P,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,45,"Rs 7,55,65,347","Rs 1,03,24,248"
171,Fatima,Marumalarchi Dravida Munnetra Kazhagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Post Graduate,64,"Rs 2,01,09,882","Rs 9,39,001"
171,Kanagaraj.m.r.,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,56,"Rs 54,000",Rs 0
172,Anitha R Radhakrishnan,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 16 </span>",10th Pass,65,"Rs 4,09,76,330",Rs 0
172,Jeyaraman.v,BJP,0,Graduate,37,"Rs 4,24,55,280","Rs 1,15,36,973"
172,Kumara Gurupara Adithan D.,Pattali Makkal Katchi,0,Graduate,48,"Rs 84,80,000","Rs 21,42,500"
172,Sarathkumar.r,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate,61,"Rs 64,32,10,358","Rs 17,63,96,017"
173,S.p. Shunmuganathan,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",8th Pass,61,"Rs 2,27,75,432","Rs 2,06,465"
173,Chinnadurai K.,LJP,0,10th Pass,55,"Rs 10,20,500",Rs 0
173,Deva Priyan C.,Tamilaga Makkal Munnetra Kazhagam,0,Graduate,36,"Rs 6,85,000",Rs 0
173,Essaki E.,SHS,0,Illiterate,42,"Rs 5,10,500",Rs 0
173,Lingaraj G,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate,37,"Rs 25,00,000",Rs 0
173,Rani Venkatesan V,INC,0,Graduate,60,"Rs 56,41,32,000","Rs 1,60,00,000"
173,Selvaraj S,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,58,"Rs 28,73,302","Rs 30,382"
173,Subbiah Pandian P.,Naam Tamilar Katchi,0,10th Pass,39,"Rs 19,38,500","Rs 10,28,300"
174,Sundararaj.r,AIADMK,0,Graduate,49,"Rs 3,97,42,573","Rs 62,99,099"
174,Arumuganainar.s,DMDK,0,10th Pass,58,"Rs 1,67,38,648","Rs 32,88,000"
174,Dr.k.krishnasamy,Puthiya Tamilagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 8 </span>",Post Graduate,63,"Rs 17,75,52,565","Rs 1,59,93,222"
174,Jeyaraman,IND,0,12th Pass,29,"Rs 1,10,000",Rs 0
174,Murugaperumal.r,Pattali Makkal Katchi,0,5th Pass,43,"Rs 2,28,500","Rs 1,97,000"
174,Perumal.v,IND,0,8th Pass,41,"Rs 1,85,000",Rs 0
174,Santhanakumar.a,BJP,0,Post Graduate,49,"Rs 19,00,866",Rs 0
175,C. Kadambur Raju,AIADMK,0,12th Pass,56,"Rs 94,16,700","Rs 4,05,500"
175,A.subramanian,DMK,0,5th Pass,50,"Rs 85,91,196","Rs 8,77,860"
175,G. Ramachandiran,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Post Graduate,44,"Rs 36,31,708","Rs 11,88,000"
175,S. Seetharaman,IND,0,10th Pass,66,"Rs 31,23,000","Rs 4,00,000"
175,Vinayaka Ramesh,Marumalarchi Dravida Munnetra Kazhagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,52,"Rs 3,15,99,793","Rs 13,67,280"
176,Chandrasekar R,AIADMK,0,10th Pass,49,"Rs 1,35,72,796","Rs 1,97,660"
176,Krishna Gopal P,DMDK,0,Graduate Professional,46,"Rs 8,87,18,223","Rs 1,46,62,541"
176,Leema Sivakumar A,Pattali Makkal Katchi,0,12th Pass,41,"Rs 97,20,000","Rs 33,50,000"
176,Manivel P,AIFB,0,Graduate,54,"Rs 4,53,02,572","Rs 40,00,000"
176,Mohaideen Basha J,IND,0,Graduate,46,"Rs 2,41,000",Rs 0
176,Pandian V,Ezhuchi Tamilargal Munnetra Kazhagam,0,Illiterate,48,"Rs 38,80,900",Rs 0
176,Perumal R,Anaithu Makkal Munnetra Kazhagam,0,8th Pass,43,"Rs 70,000",Rs 0
176,Puspa Henry Raj S,Peoples Party of India(secular),0,10th Pass,43,"Rs 16,98,298","Rs 85,000"
176,Senthil Deepak C,BJP,0,Others,42,"Rs 27,12,739",Rs 0
177,Stalinkumar .s,DMK,0,Graduate Professional,31,"Rs 1,80,72,753","Rs 35,000"
177,Alagesan .p,United Communist Party of India,0,8th Pass,33,"Rs 1,52,555",Rs 0
177,Karupaiyan .c,Gandhiya Makkal Iyakkam,0,10th Pass,64,"Rs 10,000",Rs 0
177,Maivizhi .a,AIADMK,0,Graduate,42,"Rs 92,85,000","Rs 80,000"
177,Sathya .s,Naam Tamilar Katchi,0,8th Pass,28,"Rs 4,20,000",Rs 0
177,Srinivasan .j,IND,0,5th Pass,39,"Rs 65,000",Rs 0
177,Sujadevi .l.r,Viduthalai Chiruthaigal Katchi,0,Post Graduate,36,"Rs 45,52,072","Rs 18,37,670"
177,Vijayagobi .t,LJP,0,10th Pass,29,"Rs 1,01,139",Rs 0
177,Vinoth .n,IND,0,Post Graduate,27,"Rs 55,000",Rs 0
178,Selvarasu M,AIADMK,0,8th Pass,49,"Rs 90,27,150",Rs 0
178,Asaithambi E,Naam Tamilar Katchi,0,10th Pass,33,"Rs 11,77,710","Rs 10,78,138"
178,Govindasamy R,IND,0,8th Pass,62,"Rs 7,50,000","Rs 2,35,000"
178,Kalaiselvan K,Tamizhaga Vaazhvurimai Katchi,0,Others,42,"Rs 5,06,000",Rs 0
178,Murugan A,IND,0,5th Pass,35,"Rs 15,17,000",Rs 0
178,Palanimuthu M,BSP,0,Others,45,"Rs 1,00,000",Rs 0
178,Ragavan S,Pattali Makkal Katchi,0,10th Pass,29,"Rs 3,51,000","Rs 1,00,000"
178,Vijaya Babu S,INC,0,Post Graduate,50,"Rs 30,70,015","Rs 2,45,000"
179,Parameswari. M,AIADMK,0,12th Pass,37,"Rs 3,35,10,323","Rs 4,82,000"
179,Aravind. S,BJP,0,12th Pass,41,"Rs 1,01,80,814","Rs 19,81,000"
179,Babu. M,DMDK,0,10th Pass,43,"Rs 2,57,73,032","Rs 53,79,000"
179,Chandra. C,Youth And Students Party,0,8th Pass,40,"Rs 15,50,500","Rs 8,40,000"
179,Ganesan. P,BSP,0,8th Pass,53,"Rs 32,25,000","Rs 5,00,000"
179,Ganesan. S,DMK,0,12th Pass,54,"Rs 81,56,144","Rs 2,29,055"
179,Gnanamani. S,IND,0,Post Graduate,32,"Rs 20,000",Rs 0
179,Govindan. R,Gandhiya Makkal Iyakkam,0,Post Graduate,68,"Rs 20,14,144",Rs 0
179,Mahalingam. S,United Communist Party of India,0,5th Pass,44,"Rs 3,49,000",Rs 0
179,Manikandan. R,Naam Tamilar Katchi,0,10th Pass,28,"Rs 4,66,500","Rs 50,000"
179,Nagajothi. G,RPI(A),0,10th Pass,37,"Rs 15,000",Rs 0
179,Parthiban. V,Namadhu Makkal Katchi,0,Graduate Professional,50,"Rs 8,05,100",Rs 0
179,Prabhu. P,IND,0,8th Pass,25,"Rs 20,000",Rs 0
179,Prince. M,Pattali Makkal Katchi,0,10th Pass,31,"Rs 3,98,08,151","Rs 1,93,69,409"
179,Savarimuthu. S,Peoples Party of India(secular),0,12th Pass,48,"Rs 7,29,000","Rs 45,000"
179,Selvam. M.s,Tamilaga Makkal Munnetra Kazhagam,0,Not Given,31,"Rs 2,06,000",Rs 0
179,Zahir Hussain. M,IND,0,10th Pass,49,"Rs 3,29,300",Rs 0
180,Soundarapandian,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,51,"Rs 1,38,55,876","Rs 26,76,000"
180,Citrarasu B,AIFB,0,Graduate,49,"Rs 1,18,82,000","Rs 15,10,000"
180,Jayachandran S,IND,0,8th Pass,40,"Rs 28,000",Rs 0
180,Jayaseelan M,CPI(M),0,Post Graduate,49,"Rs 3,75,897","Rs 23,000"
180,Karthik S,SHS,0,10th Pass,27,"Rs 80,30,094","Rs 30,00,000"
180,Lawrence S,Gandhiya Makkal Iyakkam,0,10th Pass,60,"Rs 27,40,000","Rs 2,40,000"
180,Sampath P,Naam Tamilar Katchi,0,12th Pass,35,"Rs 85,500",Rs 0
180,Selvakumar K,Indiya Jananayaka Katchi,0,Post Graduate,46,"Rs 29,25,453","Rs 50,000"
180,Soundarapandian D,IND,0,5th Pass,27,"Rs 64,000",Rs 0
180,Umamaheswaran,Pattali Makkal Katchi,0,5th Pass,51,"Rs 10,76,000","Rs 43,410"
180,Vijayamoorthy,AIADMK,0,Graduate,59,"Rs 5,53,21,076","Rs 77,25,422"
181,Anbil Mahesh Poyyamozhi,DMK,0,Post Graduate,38,"Rs 4,06,46,902","Rs 22,86,920"
181,Chittibabu E,BJP,0,Others,40,"Rs 14,67,61,270","Rs 1,60,25,405"
181,Cholasooran V,Naam Tamilar Katchi,0,Post Graduate,35,"Rs 19,80,000","Rs 1,40,000"
181,Dilipkumar.k,Pattali Makkal Katchi,0,5th Pass,32,"Rs 17,86,330",Rs 0
181,Kalaiselvan. D,AIADMK,0,10th Pass,58,"Rs 10,29,23,000","Rs 90,000"
181,Kalaiselvan.k,IND,0,Graduate,53,"Rs 1,10,000",Rs 0
181,Palanimanickam.a.g,AIFB,0,Graduate,40,"Rs 85,93,263","Rs 72,56,000"
181,Priya.r,IND,0,Graduate Professional,35,"Rs 6,09,000",Rs 0
181,Raju.n,IND,0,5th Pass,55,Rs 100,Rs 0
181,Ramachandran. R,IND,0,10th Pass,65,"Rs 22,25,000",Rs 0
181,Ramesh.k,Tamilaga Makkal Munnetra Kazhagam,0,8th Pass,43,"Rs 7,05,000",Rs 0
181,S.senthilkumar,DMDK,0,Others,48,"Rs 29,21,400",Rs 0
181,Sachithanantham.k,BSP,0,Others,53,"Rs 80,00,000","Rs 25,000"
181,Samsudeen S,SDPI,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,51,"Rs 11,000",Rs 0
181,Sathish Kumar.p,IND,0,8th Pass,30,"Rs 1,20,000",Rs 0
181,Selvakumar.m,IND,0,Literate,27,"Rs 1,09,000","Rs 10,000"
181,Shakul Hameed.s,Welfare Party Of India,0,5th Pass,41,"Rs 36,500",Rs 0
181,Syed Mohamed Abuthager.i,IND,0,10th Pass,38,"Rs 4,62,970","Rs 4,73,220"
182,Natarajan .n.,AIADMK,0,10th Pass,66,"Rs 1,17,80,440",Rs 0
182,Dr. Rohaiyaah Shaik Mohamed,Marumalarchi Dravida Munnetra Kazhagam,0,Post Graduate,44,"Rs 13,40,91,001","Rs 56,59,361"
182,Ganesan .m.,IND,0,8th Pass,34,"Rs 2,70,000",Rs 0
182,Jaikumar .n.,NCP,0,10th Pass,37,"Rs 1,30,500","Rs 32,000"
182,Jayanthi Mala .s.,RPI(A),0,Graduate Professional,33,"Rs 1,000",Rs 0
182,Jerome Arockiaraj .g.,INC,0,Graduate,53,"Rs 17,09,93,878","Rs 4,61,47,000"
182,Prabu .r.,Naam Tamilar Katchi,0,Post Graduate,36,"Rs 27,47,000","Rs 3,00,000"
182,Rajaiyan .t.,BJP,0,10th Pass,58,"Rs 4,50,32,550","Rs 14,18,620"
182,Ramnath Rajan .p.,IND,0,Others,53,"Rs 13,40,000",Rs 0
182,Robert Christy .j.,Peoples Party of India(secular),0,10th Pass,52,"Rs 2,23,000",Rs 0
182,Sridhar .b.,Pattali Makkal Katchi,0,Graduate,51,"Rs 3,18,26,306","Rs 57,11,400"
182,Venkatesan .v.,Vidiyalai Thedum Indhiyargal Party,0,Post Graduate,26,"Rs 3,11,500","Rs 4,000"
183,Nehru.k.n,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 11 </span>",12th Pass,63,"Rs 3,75,72,526","Rs 40,48,732"
183,Govindarajan.s,IND,0,Graduate,65,"Rs 6,43,991",Rs 0
183,Jamal Mohamed.y,Welfare Party Of India,0,Post Graduate,38,"Rs 4,90,922",Rs 0
183,Joseph Jerald.a,DMDK,0,Graduate,48,"Rs 7,01,14,526","Rs 3,61,38,277"
183,Kamalraj.p,IND,0,Post Graduate,27,"Rs 17,37,654","Rs 2,85,046"
183,Karthik.b,IND,0,12th Pass,29,"Rs 41,689",Rs 0
183,Manohar.r,IND,0,10th Pass,45,"Rs 1,70,000",Rs 0
183,Manoharan.r,AIADMK,0,Graduate,60,"Rs 18,90,65,940","Rs 20,49,065"
183,Raghavan.r,IND,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,59,"Rs 23,12,000","Rs 40,000"
183,Sangapal.m,BSP,0,Graduate Professional,46,Nil,Rs 0
183,Selvakumar.m,Gandhiya Makkal Iyakkam,0,Post Graduate,30,"Rs 60,000",Rs 0
183,Vasudevan.k,IND,0,8th Pass,27,"Rs 20,000",Rs 0
183,Vijayaraghavan.k,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,40,"Rs 39,35,449","Rs 5,05,397"
184,Valarmathi.s,AIADMK,0,Post Graduate,50,"Rs 1,34,43,374","Rs 35,93,716"
184,"Gnanasekaran,m",Kongunadu Makkal Desia Katchi,0,10th Pass,36,"Rs 62,11,500","Rs 20,00,000"
184,Packiaraj.s,IND,0,8th Pass,37,"Rs 17,000",Rs 0
184,Palaniyandi.m,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,49,"Rs 6,01,54,194","Rs 5,97,38,708"
184,Periyasamy.a,BSP,0,5th Pass,55,"Rs 20,78,400","Rs 77,500"
184,Periyasamy.m,IND,0,5th Pass,47,"Rs 15,500",Rs 0
184,Pushpam.v,CPI,0,5th Pass,56,"Rs 33,77,700","Rs 4,00,000"
184,Rajamanickam.v,Naam Tamilar Katchi,0,12th Pass,27,"Rs 3,90,000","Rs 2,00,000"
184,Rajendran.ps,Tamilaga Makkal Munnetra Kazhagam,0,Illiterate,52,"Rs 29,00,000","Rs 12,00,000"
184,Rajeshkumar.a,BJP,0,12th Pass,42,"Rs 58,27,500","Rs 1,22,000"
184,Umamaheshwari.s,Pattali Makkal Katchi,0,Post Graduate,32,"Rs 11,02,655","Rs 4,79,460"
184,Veeramalai.a,IND,0,12th Pass,44,"Rs 33,55,000",Rs 0
185,V. M. Rajalakshmi,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,30,"Rs 59,44,853","Rs 24,10,773"
185,Amutha,Naam Tamilar Katchi,0,8th Pass,25,"Rs 1,57,340",Rs 0
185,Anbumani G,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,44,"Rs 46,63,627","Rs 2,60,000"
185,Gunasekaran K,BJP,0,8th Pass,43,"Rs 4,64,520","Rs 30,000"
185,Murugan.k,AIFB,0,5th Pass,49,"Rs 40,12,000",Rs 0
185,Muthu. M,Tamizhaga Vaazhvurimai Katchi,0,Post Graduate,49,"Rs 13,17,688","Rs 3,35,463"
185,Subashini.s,Tamilaga Makkal Munnetra Kazhagam,0,Post Graduate,35,"Rs 1,67,600",Rs 0
185,Subbulakshmi P,SHS,0,5th Pass,46,"Rs 10,67,500",Rs 0
185,Sureshkumar S,Pattali Makkal Katchi,0,Graduate Professional,42,"Rs 1,57,287",Rs 0
185,Venni Udaiyar.s,Jammu & Kashmir National Panthers Party,0,5th Pass,39,Nil,Rs 0
186,I. S. Inbadurai,AIADMK,0,Graduate Professional,50,"Rs 74,73,422",Rs 0
186,M. Appavu,DMK,0,10th Pass,64,"Rs 2,09,72,082","Rs 52,41,068"
186,N. Kannan,BSP,0,Graduate Professional,26,"Rs 10,21,500","Rs 25,000"
186,S. Kani Amudha,BJP,0,12th Pass,39,"Rs 1,52,15,622","Rs 49,06,277"
186,S. Lobin,Naam Tamilar Katchi,0,5th Pass,45,"Rs 4,00,000",Rs 0
186,S. Sivananaintha Perumal,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,47,"Rs 2,47,51,431","Rs 1,73,15,378"
186,S. Subash,SHS,0,Post Graduate,35,"Rs 4,31,000","Rs 2,00,000"
187,Vasanthakumar. H,INC,"<span style=""color:red;font-weight:bold;font-size:150%""> 13 </span>",Post Graduate,66,"Rs 3,37,26,86,707","Rs 1,21,99,04,171"
187,Ashok. M,Eluchi Desam Party,0,Graduate,34,"Rs 1,87,543",Rs 0
187,Jeyabalan. K,DMDK,0,Graduate Professional,55,"Rs 3,47,32,336","Rs 1,76,95,150"
187,Karvannan. E,Naam Tamilar Katchi,0,12th Pass,45,"Rs 2,87,50,000","Rs 1,87,00,000"
187,Lingadurai. T,Vidiyalai Thedum Indhiyargal Party,0,Post Graduate,32,"Rs 11,05,487","Rs 1,61,000"
187,Manikandan.v,BJP,0,12th Pass,33,"Rs 1,01,81,597","Rs 11,10,000"
187,Suresh Alias Kasinivendan . S,AIFB,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,39,"Rs 61,99,059","Rs 91,000"
187,Thangeswaran.p,BSP,0,Graduate Professional,27,"Rs 1,01,604",Rs 0
187,Thiruppathi . S,Pattali Makkal Katchi,0,8th Pass,37,"Rs 9,61,637",Rs 0
187,Vijayakumar. M,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,46,"Rs 2,12,31,450","Rs 24,07,452"
188,Mohideen Khant.p.m,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,68,"Rs 1,66,02,133",Rs 0
188,Arumuga Nainar.s,Naam Tamilar Katchi,0,Graduate,34,"Rs 2,46,432",Rs 0
188,Kannan .p,Tamilaga Makkal Munnetra Kazhagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,37,"Rs 1,24,700","Rs 19,500"
188,Nirmal Singh Yadav .m,BJP,0,Graduate Professional,26,"Rs 22,00,589","Rs 9,10,000"
188,Nishthar Ali .s,Pattali Makkal Katchi,0,10th Pass,33,"Rs 20,11,000","Rs 7,00,000"
188,Nizam Mohideen K.m.a,Marumalarchi Dravida Munnetra Kazhagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",8th Pass,57,"Rs 5,69,55,249","Rs 1,23,22,685"
188,Shahul Hameed K.s,SDPI,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Others,37,"Rs 11,20,876",Rs 0
189,R. Murugaiah Pandian,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,70,"Rs 3,11,40,473","Rs 5,00,000"
