constno,candidatename,party,criminalcases,education,age,totalassets,liabilities
44,Velliyangiri S,IND,0,5th Pass,48,"Rs 12,19,000","Rs 2,60,000"
45,Periyasamy I,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 8 </span>",Graduate,64,"Rs 5,67,16,678","Rs 1,48,56,926"
45,Arumugam K	,LJP,0,5th Pass,41,"Rs 1,75,000",Rs 0
45,Balamurugan A,BSP,0,12th Pass,26,"Rs 5,20,000",Rs 0
45,Ilanchezhian S.p,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",12th Pass,46,"Rs 1,04,95,000",Rs 0
45,Karuppusamy P,IND,0,5th Pass,46,"Rs 12,51,239",Rs 0
45,Mariagunasekaran R,Naam Tamilar Katchi,0,8th Pass,48,"Rs 10,03,536","Rs 36,465"
45,Muruganantham C,IND,0,8th Pass,38,"Rs 45,92,591","Rs 11,84,740"
45,Natham R Viswanathan,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,67,"Rs 2,16,35,933",Rs 0
45,Nirmala Gnanasouwnthari,Pattali Makkal Katchi,0,Post Graduate,49,"Rs 33,31,000",Rs 0
45,Pakkiya Selvaraj M,DMDK,0,Graduate Professional,39,"Rs 82,43,600","Rs 6,16,553"
45,Paraman A,Tamilaga Makkal Munnetra Kazhagam,0,10th Pass,42,"Rs 21,29,500",Rs 0
45,Peyathevar A,AIFB,0,Illiterate,58,"Rs 1,03,34,104","Rs 40,64,965"
45,Selvakumar R,Kongunadu Makkal Desia Katchi,0,Post Graduate,42,"Rs 83,87,740","Rs 6,62,000"
45,Shanmugam V,IND,0,10th Pass,49,"Rs 2,75,000",Rs 0
45,Tamil Nesan R,Tamizhaga Vaazhvurimai Katchi,0,Graduate,42,"Rs 34,84,237",Rs 0
45,Viswanathan M,IND,0,12th Pass,39,"Rs 29,98,582","Rs 3,75,419"
46,Thangathurai R,AIADMK,0,Post Graduate,59,"Rs 1,91,18,000",Rs 0
46,Alagumani R,BJP,0,Post Graduate,60,"Rs 55,24,951","Rs 2,40,500"
46,Anbazhagan M,DMK,0,Graduate Professional,52,"Rs 90,82,078","Rs 9,58,059"
46,Karthik C,IND,0,10th Pass,26,"Rs 2,75,000",Rs 0
46,Ramamurthy N,Pattali Makkal Katchi,0,8th Pass,48,"Rs 5,07,625","Rs 1,00,000"
46,Ramasamy K,DMDK,0,Graduate,62,"Rs 1,49,82,778",Rs 0
46,Sangilipandian A,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",12th Pass,35,"Rs 7,70,000","Rs 72,000"
46,Saravanakumar P,BSP,0,Graduate Professional,34,"Rs 4,95,000",Rs 0
46,Selvaraj S,LJP,0,12th Pass,54,"Rs 1,500","Rs 1,91,000"
47,Andi Ambalam M.a,DMK,0,12th Pass,60,"Rs 48,15,161","Rs 5,94,296"
47,Karthikeyan G,DMDK,0,Not Given,50,"Rs 3,16,64,875",Rs 0
47,Pandi C,Rashtriya Samaj Paksha,0,Graduate,26,"Rs 1,81,000",Rs 0
47,Sandhanakrishan M,Indiya Jananayaka Katchi,0,8th Pass,45,"Rs 7,18,000",Rs 0
47,Seerangan K,Pattali Makkal Katchi,0,10th Pass,56,"Rs 21,23,042","Rs 5,41,260"
47,Shajahan S,AIADMK,0,Graduate,67,"Rs 1,17,94,500","Rs 20,43,000"
47,Sivasankaran V,Naam Tamilar Katchi,0,Doctorate,30,"Rs 31,42,500","Rs 1,90,355"
47,Venkatesan G,IND,0,10th Pass,44,"Rs 6,54,682",Rs 0
48,Sreenivasan C,AIADMK,0,Post Graduate,68,"Rs 6,91,74,636","Rs 5,00,000"
48,Arasur Manoharan S,BSP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,59,"Rs 2,40,000",Rs 0
48,Balaji C.k,SHS,"<span style=""color:red;font-weight:bold;font-size:150%""> 5 </span>",Post Graduate,46,"Rs 3,70,39,902","Rs 2,70,000"
48,Basheer Ahamaed M,DMK,0,10th Pass,60,"Rs 1,14,55,995","Rs 1,31,495"
48,Ganesan M.p,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,54,"Rs 78,79,840",Rs 0
48,Kumarappan R,IND,0,12th Pass,42,"Rs 2,86,000",Rs 0
48,Pandi N,CPI(M),"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,58,"Rs 39,84,968","Rs 12,33,966"
48,Parasuraman R,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",10th Pass,39,"Rs 1,50,56,884","Rs 10,02,400"
48,Philipdas A,Tamizhaga Vaazhvurimai Katchi,0,5th Pass,41,"Rs 16,01,769","Rs 1,89,363"
48,Srinivasan K,IND,0,10th Pass,56,"Rs 4,75,245","Rs 90,199"
48,Thirumalai Balaji T.a,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 6 </span>",Graduate Professional,43,"Rs 57,40,812","Rs 12,93,496"
49,Paramasivam V.p.b,AIADMK,0,Post Graduate,36,"Rs 4,52,07,688","Rs 7,48,507"
49,Balu S.r.k,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",10th Pass,51,"Rs 5,93,00,000","Rs 14,58,370"
49,Jayanthi P,CPI(ML)(L),0,Graduate Professional,35,"Rs 7,58,000",Rs 0
49,Maneeshankar M.g,Rashtriya Samaj Paksha,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,41,"Rs 40,000","Rs 7,30,000"
49,Mani P,Kongunadu Makkal Desia Katchi,0,10th Pass,49,"Rs 17,82,153","Rs 1,93,000"
49,Mohanraj S,Naam Tamilar Katchi,0,10th Pass,30,"Rs 22,000",Rs 0
49,Palanichamy C,Pattali Makkal Katchi,0,5th Pass,48,"Rs 40,71,814","Rs 7,08,630"
49,Palanichamy M,BSP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,58,"Rs 40,93,954",Rs 0
49,Ravi K,IND,0,Graduate Professional,42,"Rs 4,25,000",Rs 0
49,Sivaranjani S,Indiya Jananayaka Katchi,0,12th Pass,29,"Rs 2,00,000",Rs 0
49,Sivasakthivel Gounder R,INC,0,5th Pass,68,"Rs 6,14,65,207","Rs 72,20,761"
50,Thennarasu K S,AIADMK,0,5th Pass,65,"Rs 9,34,24,013","Rs 16,48,352"
50,Alaudeen A,Naam Tamilar Katchi,0,12th Pass,35,"Rs 3,58,925",Rs 0
50,Chandhirakumar V C,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",10th Pass,49,"Rs 1,09,48,947","Rs 3,00,000"
50,Jaganathan S,Kongunadu Makkal Desia Katchi,0,Graduate,58,"Rs 4,04,13,953","Rs 16,11,666"
50,Kannan R,IND,0,5th Pass,48,"Rs 1,25,000",Rs 0
50,Krishnan P,BSP,0,8th Pass,53,"Rs 4,51,724","Rs 1,00,000"
50,Perumalraj R,Gandhiya Makkal Iyakkam,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,40,"Rs 1,44,600",Rs 0
50,Ponchairman,DMDK,0,8th Pass,62,"Rs 1,73,22,430",Rs 0
50,Rajendran,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,55,"Rs 4,45,410","Rs 65,304"
50,Rajeshkumar Pon,BJP,0,Graduate Professional,44,"Rs 1,45,46,642","Rs 18,86,420"
50,Ramesh M,Samuga Makkal Katchi,0,10th Pass,39,"Rs 22,36,587","Rs 2,00,000"
50,Sadhik Basha K,SDPI,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,31,"Rs 2,40,600","Rs 17,488"
50,Senthilkumar K,Ulzaipali Makkal Katchy,0,5th Pass,41,"Rs 1,60,000",Rs 0
51,Ramalingam K.v.,AIADMK,0,Graduate,59,"Rs 3,21,16,666","Rs 12,35,450"
51,Aravindan P,IND,0,Graduate,51,"Rs 5,09,632","Rs 5,43,000"
51,Arumugam,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,41,"Rs 1,19,39,381","Rs 59,89,606"
51,Easwara Murthy M,Kongunadu Makkal Desia Katchi,0,8th Pass,48,"Rs 52,22,886","Rs 11,31,225"
51,Murugan N,Marumalarchi Dravida Munnetra Kazhagam,0,8th Pass,57,"Rs 3,10,01,250","Rs 14,31,128"
51,Palanisamy N.p.,BJP,0,Post Graduate,56,"Rs 1,24,12,272","Rs 19,65,817"
51,Periyasamy P,Gandhiya Makkal Iyakkam,0,5th Pass,35,"Rs 11,22,800","Rs 1,50,000"
51,Thamotharan V,United Communist Party of India,0,Literate,49,"Rs 18,43,000",Rs 0
51,Veerappan C,BSP,0,8th Pass,44,"Rs 9,73,200",Rs 0
51,Velusamy P,India Dravida Makkal Munnetra Katchi,0,5th Pass,62,"Rs 13,75,000",Rs 0
51,Vengatesan A,IND,0,Others,39,"Rs 8,51,334","Rs 8,63,000"
52,"Sivasubramani , V.p.",AIADMK,0,8th Pass,56,"Rs 80,33,983",Rs 0
52,"Chinnamalai Krishnakumar, J.",BJP,0,Post Graduate,50,"Rs 11,39,58,817","Rs 70,63,188"
52,Lakshmi P,India Dravida Makkal Munnetra Katchi,0,5th Pass,46,"Rs 70,000",Rs 0
52,Nachimuthu,Pattali Makkal Katchi,0,Post Graduate,61,"Rs 18,25,165",Rs 0
52,"Parthiban, V.",BSP,0,Others,65,"Rs 69,09,841","Rs 6,09,403"
52,"Prakash, G.",Naam Tamilar Katchi,0,10th Pass,29,"Rs 1,44,408","Rs 1,03,600"
52,"Ramesh, M.",DMDK,0,Post Graduate,36,"Rs 33,58,982",Rs 0
52,"Sachidanandam, P.",DMK,0,Graduate,59,"Rs 7,39,93,791","Rs 1,80,000"
52,"Suriamoorthi, S.",Kongunadu Makkal Desia Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,44,"Rs 46,85,531","Rs 5,25,259"
53,Venkatachalam.n.d,AIADMK,0,Graduate,52,"Rs 7,13,34,617","Rs 48,83,410"
53,Ashokkumar R.d,Ulzaipali Makkal Katchy,0,8th Pass,37,"Rs 4,20,000",Rs 0
53,Chandrasekaran.a,BJP,0,10th Pass,57,"Rs 3,37,71,171","Rs 4,15,477"
53,Kumaresan.p,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,41,"Rs 78,95,000",Rs 0
53,Kuppan (a) Kuppusamy.c,IND,0,Illiterate,57,"Rs 1,57,100",Rs 0
53,Loganathan,Naam Tamilar Katchi,0,Others,39,"Rs 70,55,204","Rs 5,76,356"
53,Mahendran A,IND,0,12th Pass,40,"Rs 27,22,445",Rs 0
53,Samy.k.p (a) Mohanasundaram.p,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",10th Pass,55,"Rs 2,37,60,235","Rs 4,00,216"
53,Sekar.k,BSP,0,5th Pass,41,"Rs 42,500",Rs 0
53,Senthamizhan.m,Welfare Party Of India,0,Graduate,36,"Rs 4,38,500",Rs 0
53,Shanmugam.v.p,Tamil Maanila Congress (Moopanar),0,12th Pass,54,"Rs 1,47,63,464","Rs 30,54,038"
53,Subiramani.k,India Dravida Makkal Munnetra Katchi,0,10th Pass,52,"Rs 2,40,000",Rs 0
53,Tamilarasu,IND,0,Illiterate,40,"Rs 8,300",Rs 0
54,Karuppanan K C,AIADMK,0,10th Pass,59,"Rs 13,76,60,972","Rs 40,56,983"
54,Alakuraj O P,India Dravida Makkal Munnetra Katchi,0,5th Pass,38,"Rs 32,10,000",Rs 0
54,Ammasai K,JD(U),0,12th Pass,40,"Rs 75,79,000",Rs 0
54,Baladhandapani V S,BSP,0,8th Pass,45,"Rs 67,700",Rs 0
54,Chandrasekar S,Kongunadu Makkal Desia Katchi,0,Graduate,42,"Rs 23,66,933",Rs 0
54,Dhasthakeer K R K,Vidiyalai Thedum Indhiyargal Party,0,10th Pass,33,"Rs 68,026","Rs 1,57,885"
54,Gopal P,DMDK,0,12th Pass,43,"Rs 74,94,469","Rs 5,14,000"
54,Kumar P,IND,0,12th Pass,37,"Rs 1,94,200",Rs 0
54,Ponnudurai P,India Makkal Munnetra Katchi,0,8th Pass,60,"Rs 27,19,080",Rs 0
54,Ramanathan K V,Pattali Makkal Katchi,0,10th Pass,53,"Rs 6,33,62,312","Rs 12,50,000"
54,Ramasamy S,Gandhiya Makkal Iyakkam,0,Graduate,30,"Rs 1,78,704","Rs 2,00,000"
54,Shithivinayagan K A,BJP,0,10th Pass,42,"Rs 76,78,650","Rs 34,24,461"
54,Sivakumar N,DMK,0,10th Pass,43,"Rs 30,94,69,376","Rs 1,47,35,860"
55,Rajakrishnan.k.r,AIADMK,0,Post Graduate,47,"Rs 6,98,61,748","Rs 1,23,31,495"
55,Chandrakumar S,IND,0,8th Pass,40,"Rs 15,566",Rs 0
55,Gopal,Pattali Makkal Katchi,0,8th Pass,53,"Rs 45,09,000",Rs 0
55,Mahendran G,BSP,0,8th Pass,52,"Rs 12,66,000","Rs 1,60,000"
55,Manimekalai K,Naam Tamilar Katchi,0,12th Pass,27,"Rs 23,730","Rs 26,500"
55,Marappa Gounder S P,India Dravida Makkal Munnetra Katchi,0,10th Pass,51,"Rs 18,78,310","Rs 48,765"
55,Mayilduraian R,Tamilaga Makkal Munnetra Kazhagam,0,Others,36,"Rs 1,95,000","Rs 1,01,000"
55,Mohankumar P G,BJP,0,Graduate,45,"Rs 21,10,000","Rs 4,20,000"
55,Murugan R R,JD(U),0,Post Graduate,49,"Rs 18,22,000",Rs 0
55,Prabhu E,Vidiyalai Thedum Indhiyargal Party,0,Post Graduate,32,"Rs 70,288","Rs 90,000"
55,Raja D,Kongunadu Makkal Desia Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,39,"Rs 4,19,28,424",Rs 0
55,Raja Sampath M K,DMDK,0,12th Pass,51,"Rs 6,59,28,010","Rs 21,70,528"
55,Venkatachalam A G,DMK,0,10th Pass,55,"Rs 4,17,68,000","Rs 70,62,615"
56,Sengottaiyan K.a,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,68,"Rs 6,89,51,785","Rs 39,69,874"
56,Ganapathi K,BJP,0,Others,55,"Rs 17,90,610",Rs 0
56,Kuppusamy,Pattali Makkal Katchi,0,10th Pass,42,"Rs 15,12,000","Rs 72,000"
56,Munusamy M,CPI(M),0,10th Pass,61,"Rs 45,09,227",Rs 0
56,Rangasamy E.k,India Dravida Makkal Munnetra Katchi,0,Literate,46,"Rs 3,85,500",Rs 0
56,Saravanan S.v,INC,0,Others,51,"Rs 1,07,37,310","Rs 15,04,540"
57,Eswaran.s,AIADMK,0,Graduate,39,"Rs 4,63,425",Rs 0
57,Arumugam.s.r,BSP,0,10th Pass,67,"Rs 8,80,000",Rs 0
57,Mahalingam.k,JD(U),0,5th Pass,49,"Rs 2,95,500",Rs 0
57,Nagarajan.t,Kongunadu Makkal Desia Katchi,0,5th Pass,46,"Rs 2,73,500",Rs 0
57,Palaniswami.n.r,BJP,0,12th Pass,65,"Rs 42,86,000","Rs 5,50,000"
57,Sangeetha.g,Naam Tamilar Katchi,0,12th Pass,28,"Rs 1,69,000",Rs 0
57,Sathya.r,DMK,0,8th Pass,29,"Rs 12,42,885",Rs 0
57,Subban.p,India Dravida Makkal Munnetra Katchi,0,5th Pass,62,"Rs 4,45,000",Rs 0
57,Sundaram.p.l,CPI,0,8th Pass,46,"Rs 18,65,539",Rs 0
57,Vadivel.n.r,Pattali Makkal Katchi,0,Graduate,40,"Rs 12,37,846","Rs 1,35,500"
58,Aravindramesh S,DMK,0,8th Pass,49,"Rs 25,54,11,967","Rs 2,98,21,140"
58,Arun Kumar S,The Future India Party,0,Post Graduate,31,"Rs 22,55,000","Rs 1,40,000"
58,Manidasan.s,Valamaana Tamizhagam Katchi,0,Graduate,56,"Rs 30,88,755","Rs 60,000"
58,Paneer Doss R,Viduthalai Chiruthaigal Katchi,0,10th Pass,47,"Rs 98,30,000",Rs 0
58,Peramaiyan.g,BSP,0,Graduate Professional,30,"Rs 51,000",Rs 0
58,Rajan.s,Naam Tamilar Katchi,0,Graduate Professional,28,"Rs 60,59,000","Rs 6,07,308"
58,Ramkumar.k,Pattali Makkal Katchi,0,Not Given,43,"Rs 80,53,007","Rs 5,00,000"
58,Sankar.j,IND,0,Post Graduate,32,"Rs 1,20,65,000",Rs 0
58,Sundaram N,AIADMK,0,8th Pass,60,"Rs 14,59,66,086","Rs 4,64,971"
58,Ujagar Singh,BJP,0,Post Graduate,66,"Rs 6,65,13,522",Rs 0
59,Sundar.k,DMK,0,10th Pass,61,"Rs 2,16,25,310","Rs 93,732"
59,Amutha.n,SP,0,Graduate,29,"Rs 2,86,000",Rs 0
59,Ganesan P,AIADMK,0,5th Pass,55,"Rs 65,16,874",Rs 0
59,Gangadharan Pon,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,46,"Rs 4,10,000",Rs 0
59,Jayaraman.s,IND,0,10th Pass,68,"Rs 1,01,000",Rs 0
59,Madhavaraj.k.v,IND,0,12th Pass,49,"Rs 1,72,640","Rs 69,000"
59,Muthukumar.r,IND,0,Graduate,45,"Rs 26,000",Rs 0
59,Prakash.k,LJP,0,10th Pass,36,"Rs 12,50,000","Rs 17,00,000"
59,Purushothaman V,BJP,0,Others,33,"Rs 50,000",Rs 0
59,Rajendran M,DMDK,0,Graduate Professional,50,"Rs 88,63,730",Rs 0
59,Suresh.d,BSP,0,8th Pass,36,"Rs 50,500",Rs 0
59,Susairaj.r,Naam Tamilar Katchi,0,10th Pass,34,"Rs 12,80,000",Rs 0
59,Vanasundari.m,IND,0,12th Pass,38,"Rs 15,76,000",Rs 0
60,S.pugazhenthi,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Post Graduate,44,"Rs 43,08,619","Rs 7,12,785"
60,A.adhikesavan,Pattali Makkal Katchi,0,10th Pass,62,"Rs 1,11,59,349","Rs 10,50,000"
60,B.vetriselvam,Naam Tamilar Katchi,0,5th Pass,27,"Rs 1,07,000","Rs 35,000"
60,C.anandan,All India Pattali Munnetra Katchi,0,8th Pass,36,"Rs 1,23,290",Rs 0
60,Thamizharasan.c.k,AIADMK,0,Doctorate,63,"Rs 3,21,37,561","Rs 2,32,800"
60,Thennarasu.m,DMDK,0,Graduate,43,"Rs 77,71,000",Rs 0
61,Arasu R T,DMK,0,Graduate Professional,48,"Rs 5,55,53,723","Rs 67,00,000"
61,Ezhil Caroline,Viduthalai Chiruthaigal Katchi,0,Post Graduate,46,"Rs 5,33,94,639","Rs 44,49,000"
61,Kannan,Peoples Party of India(secular),0,Post Graduate,63,"Rs 1,16,000",Rs 0
61,Munusamy,IND,0,Illiterate,65,"Rs 13,500",Rs 0
61,Munusamy A,AIADMK,0,Post Graduate,50,"Rs 2,12,69,052",Rs 0
61,Ramesh,BSP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,36,"Rs 2,30,000",Rs 0
61,Sadaiyappan V,Pattali Makkal Katchi,0,8th Pass,65,"Rs 2,81,68,492","Rs 62,50,000"
61,Sampath P,BJP,0,12th Pass,42,"Rs 77,80,528","Rs 70,000"
61,Senthilkumar,IND,0,12th Pass,41,"Rs 3,95,000",Rs 0
62,"Kothandapani, M.",AIADMK,0,Graduate,57,"Rs 2,40,70,200","Rs 4,50,000"
62,Ellalan Yusuf.i,Naam Tamilar Katchi,0,Others,28,"Rs 9,78,000","Rs 19,200"
62,Kumar.v,SHS,0,Not Given,44,"Rs 11,93,077",Rs 0
62,"Rangaswamy, V.g.",BJP,0,Graduate,59,"Rs 7,08,15,772",Rs 0
62,"Sathya, C.e.",Marumalarchi Dravida Munnetra Kazhagam,0,Graduate,52,"Rs 2,05,94,734","Rs 28,50,000"
62,Vasu. K,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",10th Pass,50,"Rs 72,62,350","Rs 7,25,000"
62,Victor John. J,BSP,0,Graduate,32,"Rs 14,03,062",Rs 0
62,Viswanathan. V,DMK,0,10th Pass,57,"Rs 1,48,64,992","Rs 37,60,313"
63,Varalakshmi.m,DMK,0,Graduate,42,"Rs 29,85,77,955","Rs 9,57,59,633"
63,Ajay.s,BSP,0,Graduate,27,"Rs 14,00,000",Rs 0
63,Arumugam.k,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Graduate,55,"Rs 9,97,01,240","Rs 94,62,942"
63,Jothi.g,IND,0,10th Pass,35,"Rs 52,40,642",Rs 0
63,Kamalakkannan.r,AIADMK,0,8th Pass,56,"Rs 1,71,38,861","Rs 14,00,000"
63,Murugesan.d,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,49,"Rs 2,68,30,000",Rs 0
63,Sanjeevinathan.k,Naam Tamilar Katchi,0,8th Pass,36,"Rs 2,19,56,500","Rs 76,81,820"
63,Sathish Kumar.g,SHS,0,5th Pass,31,"Rs 10,14,500","Rs 5,39,443"
63,Selvaraj.t,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,10th Pass,35,"Rs 16,34,718","Rs 2,95,000"
63,Venkatesan.e,IND,0,12th Pass,38,"Rs 10,95,227",Rs 0
63,Venkatesan.r,IND,0,10th Pass,59,"Rs 7,00,000","Rs 1,20,000"
64,Arul Santha Michel,IND,0,12th Pass,39,"Rs 36,57,369","Rs 5,56,200"
64,M Chezhiyan,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,44,"Rs 5,00,00,000",Rs 0
64,P Arumugam,Kongunadu Makkal Desia Katchi,0,5th Pass,39,"Rs 7,46,865","Rs 2,32,000"
64,Rajendran C,AIADMK,0,Graduate Professional,55,"Rs 16,90,84,140","Rs 1,42,77,488"
64,S Mohamad Bilal,SDPI,0,Post Graduate,35,"Rs 21,27,982",Rs 0
64,S Rajendran,IND,0,8th Pass,57,"Rs 29,290",Rs 0
64,Suresh R,Pattali Makkal Katchi,0,Graduate Professional,45,"Rs 3,77,404",Rs 0
64,Veda Subramaniam A,BJP,0,Graduate,51,"Rs 76,83,000","Rs 34,19,000"
65,I Karunanithi,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,57,"Rs 77,49,635",Rs 0
65,Backiyaraj.m,SHS,0,Graduate,34,"Rs 11,000",Rs 0
65,Dr Gopi Ayyaswamy,BJP,0,Post Graduate,42,"Rs 1,85,47,587","Rs 83,82,435"
65,John Rajarathanam,BSP,0,8th Pass,54,"Rs 11,000",Rs 0
65,Karuppusamy P,Kongunadu Makkal Desia Katchi,0,10th Pass,34,"Rs 7,73,827",Rs 0
65,Maharajan G,IND,0,Post Graduate,33,"Rs 23,05,658","Rs 6,55,018"
65,R Venkatesan,Pattali Makkal Katchi,0,12th Pass,48,"Rs 25,64,500",Rs 0
65,Saraswathi C.r,AIADMK,0,10th Pass,52,"Rs 1,56,16,252","Rs 1,27,750"
65,Veeralakshmi C,Marumalarchi Dravida Munnetra Kazhagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,29,"Rs 41,000",Rs 0
66,Palani. K,AIADMK,0,5th Pass,54,"Rs 56,92,322",Rs 0
66,Chandran.n,BSP,0,Graduate,31,"Rs 75,000",Rs 0
66,Manoharan.m,BJP,0,Graduate,54,"Rs 45,04,906","Rs 1,74,500"
66,Muthuraman.c,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,37,"Rs 1,16,20,000","Rs 25,00,000"
66,Rajesh.v,CPI(ML)(L),"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,29,"Rs 3,35,509",Rs 0
66,Ravi.m,LJP,0,Post Graduate,35,"Rs 47,15,000","Rs 27,61,400"
66,Selvam.k Alias Selvaperunthagai,INC,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,56,"Rs 22,68,46,720","Rs 1,37,50,466"
66,Sivaranjini.b,Naam Tamilar Katchi,0,10th Pass,27,"Rs 2,98,000",Rs 0
66,Veerakumar.m,Viduthalai Chiruthaigal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,43,"Rs 8,34,87,994","Rs 1,24,38,692"
67,"Anbarasan, T.m.",DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 10 </span>",10th Pass,56,"Rs 6,93,78,972","Rs 8,65,800"
67,Balasubramanian V.r.,Kongunadu Makkal Desia Katchi,0,Graduate Professional,46,"Rs 2,58,31,367","Rs 98,48,523"
67,"Chandran, U.",DMDK,0,8th Pass,52,"Rs 16,90,53,589","Rs 4,64,50,475"
67,"Dhanachezhian, R.",Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,39,"Rs 24,52,000",Rs 0
67,"Dr. Sathyanarayanan, S.",BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,53,"Rs 17,49,05,424","Rs 9,84,71,238"
67,"Ramachandran, M.",IND,0,Literate,76,"Rs 70,268",Rs 0
67,"Ramachandran, S.",IND,0,8th Pass,34,"Rs 1,16,118","Rs 33,000"
67,"Ramachandran, V.",IND,0,8th Pass,47,"Rs 3,45,727",Rs 0
67,"Serma Selvaraj, R.",Desiya Makkal Sakthi Katchi,0,Post Graduate,45,"Rs 1,62,21,555",Rs 0
67,"Vinoth Kumar, R.",IND,0,Graduate Professional,32,"Rs 1,65,262",Rs 0
68,C.v.m.p. Ezhilarasan,DMK,0,Graduate Professional,44,"Rs 4,98,01,855","Rs 10,81,824"
68,C.kanniappan,BSP,0,10th Pass,47,"Rs 57,29,500","Rs 6,10,000"
68,Dhenagaran @ Dharma Dhenagaran,Gandhiya Makkal Iyakkam,0,Graduate,41,"Rs 17,19,300","Rs 3,95,500"
68,M.ekambaram,IND,0,12th Pass,28,"Rs 2,10,000",Rs 0
68,M.usha,Naam Tamilar Katchi,0,8th Pass,30,"Rs 39,25,000",Rs 0
68,P. Magesh Kumar,Pattali Makkal Katchi,0,Others,36,"Rs 45,05,000","Rs 30,00,000"
68,S.eagambaram,DMDK,0,Others,44,"Rs 42,75,969",Rs 0
68,T.mythili,AIADMK,0,10th Pass,60,"Rs 3,65,64,290",Rs 0
68,T.vasan,BJP,0,Graduate,53,"Rs 2,26,34,000","Rs 71,36,559"
69,Austin. S,DMK,0,Post Graduate,57,"Rs 1,28,89,858","Rs 11,99,820"
69,Aathilinga Perumal. D,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,44,"Rs 2,06,07,456","Rs 58,39,389"
69,Balasubramaniam. V,Naam Tamilar Katchi,0,Graduate,69,"Rs 1,59,000",Rs 0
69,Hilman Bruce Edwin,Pattali Makkal Katchi,0,10th Pass,51,"Rs 95,55,000","Rs 15,25,000"
69,Johnson. D,IND,0,10th Pass,43,"Rs 2,33,608",Rs 0
69,Kumaresan. T,IND,0,8th Pass,50,"Rs 2,89,711","Rs 52,000"
69,Meena Dev. M,BJP,0,Graduate,45,"Rs 7,51,97,015",Rs 0
69,Rajesh Kannan. S,Gandhiya Makkal Iyakkam,0,Graduate Professional,40,"Rs 32,60,429","Rs 3,95,548"
69,Sankara Rama Murthy. P,BSP,0,Others,39,"Rs 34,56,500","Rs 5,50,600"
